[vite] connecting... client:743:9
[vite] connected. client:866:15
[2025-04-06T03:08:01.709Z] [INFO] main.ts executing... logger.ts:61:15
[2025-04-06T03:08:01.709Z] [INFO] main.ts finished initial execution. logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] DOM fully loaded. logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] Initializing game... logger.ts:61:15
[2025-04-06T03:08:01.712Z] [INFO] [Game] Constructing instance... logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [RendererFacade] Constructing... logger.ts:61:15
[2025-04-06T03:08:01.713Z] [DEBUG] [ScreenBuffer] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.713Z] [DEBUG] [DrawingContext] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.713Z] [INFO] [PerlinNoise] Initializing instance with seed: "haunting beauty_nebula" logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [PerlinNoise:haunting beauty_nebula] Instance created and PRNG seeded. logger.ts:61:15
[2025-04-06T03:08:01.713Z] [INFO] [NebulaRenderer] Initialized with seed "haunting beauty_nebula" and 3 base colors. logger.ts:61:15
[2025-04-06T03:08:01.714Z] [DEBUG] [StatusBarUpdater] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.715Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1050 logger.ts:58:15
[2025-04-06T03:08:01.716Z] [DEBUG] [SceneRenderer] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.716Z] [INFO] [RendererFacade] All components instantiated. logger.ts:61:15
[2025-04-06T03:08:01.716Z] [DEBUG] [RendererFacade.fitToScreen] Adjusting... logger.ts:58:15
[2025-04-06T03:08:01.716Z] [INFO] [ScreenBuffer.updateDimensions] Dimensions updated: Grid=180x90, CharSize=16.0x16.0px logger.ts:61:15
[2025-04-06T03:08:01.716Z] [INFO] [ScreenBuffer.initBuffers] Initializing buffers for 180x90 grid (16200 cells) logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [ScreenBuffer.initBuffers] Buffers initialized. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1047 logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [NebulaRenderer.clearCache] Clearing nebula color cache. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [INFO] [RendererFacade.fitToScreen] Resized complete. Grid: 180x90 logger.ts:61:15
[2025-04-06T03:08:01.717Z] [INFO] [RendererFacade] Construction complete. logger.ts:61:15
[2025-04-06T03:08:01.717Z] [INFO] Player initialized. Start World: [0, 0], Char: @, Credits: 1000, Fuel: 500/500, Cargo Cap: 100 logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [InputManager] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [InputManager] Key to action map built: {} logger.ts:58:15
[2025-04-06T03:08:01.717Z] [INFO] [GameStateManager] Initialized. Initial state: 'hyperspace' logger.ts:61:15
[2025-04-06T03:08:01.717Z] [DEBUG] [ActionProcessor] Instance created. logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [Game] Handling window resize... logger.ts:58:15
[2025-04-06T03:08:01.717Z] [DEBUG] [RendererFacade.fitToScreen] Adjusting... logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [ScreenBuffer.updateDimensions] CharSize updated: 16.0x16.0px (Grid size unchanged) logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [StatusBarUpdater.updateMaxChars] Status bar max chars estimated: 1047 logger.ts:58:15
[2025-04-06T03:08:01.718Z] [DEBUG] [NebulaRenderer.clearCache] Clearing nebula color cache. logger.ts:58:15
[2025-04-06T03:08:01.718Z] [INFO] [RendererFacade.fitToScreen] Resized complete. Grid: 180x90 logger.ts:61:15
[2025-04-06T03:08:01.718Z] [INFO] [Game] Instance constructed. Seed: "haunting beauty", Initial State: 'hyperspace' logger.ts:61:15
[2025-04-06T03:08:16.538Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.543Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.543Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.543Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.555Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.555Z] [DEBUG] Player moved SYSTEM: [-478796,879394] -> [-473796,874394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.555Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.570Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.570Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.570Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.572Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.572Z] [DEBUG] Player moved SYSTEM: [-473796,874394] -> [-468796,869394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.572Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.588Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.588Z] [DEBUG] Player moved SYSTEM: [-468796,869394] -> [-463796,864394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.589Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.605Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.605Z] [DEBUG] Player moved SYSTEM: [-463796,864394] -> [-458796,859394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.605Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.621Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.621Z] [DEBUG] Player moved SYSTEM: [-458796,859394] -> [-453796,854394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.621Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.638Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.638Z] [DEBUG] Player moved SYSTEM: [-453796,854394] -> [-448796,849394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.639Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.642Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.642Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.642Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.655Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.655Z] [DEBUG] Player moved SYSTEM: [-448796,849394] -> [-443796,844394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.655Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.671Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.671Z] [DEBUG] Player moved SYSTEM: [-443796,844394] -> [-438796,839394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.671Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.682Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.682Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.682Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.688Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.688Z] [DEBUG] Player moved SYSTEM: [-438796,839394] -> [-433796,834394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.688Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.705Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.705Z] [DEBUG] Player moved SYSTEM: [-433796,834394] -> [-428796,829394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.705Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.729Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.729Z] [DEBUG] Player moved SYSTEM: [-428796,829394] -> [-423796,824394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.729Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.737Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.737Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.737Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.745Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.745Z] [DEBUG] Player moved SYSTEM: [-423796,824394] -> [-418796,819394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.745Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.755Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.755Z] [DEBUG] Player moved SYSTEM: [-418796,819394] -> [-413796,814394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.755Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.771Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.771Z] [DEBUG] Player moved SYSTEM: [-413796,814394] -> [-408796,809394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.771Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.778Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.778Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.778Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.788Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.788Z] [DEBUG] Player moved SYSTEM: [-408796,809394] -> [-403796,804394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.788Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.805Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.805Z] [DEBUG] Player moved SYSTEM: [-403796,804394] -> [-398796,799394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.805Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.830Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.830Z] [DEBUG] Player moved SYSTEM: [-398796,799394] -> [-393796,794394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.830Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.839Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.839Z] [DEBUG] Player moved SYSTEM: [-393796,794394] -> [-388796,789394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.839Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.844Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.844Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.844Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.855Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.855Z] [DEBUG] Player moved SYSTEM: [-388796,789394] -> [-383796,784394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.855Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.871Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.872Z] [DEBUG] Player moved SYSTEM: [-383796,784394] -> [-378796,779394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.872Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.878Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.878Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.878Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.888Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.888Z] [DEBUG] Player moved SYSTEM: [-378796,779394] -> [-373796,774394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.888Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.905Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.905Z] [DEBUG] Player moved SYSTEM: [-373796,774394] -> [-368796,769394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.905Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.922Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.922Z] [DEBUG] Player moved SYSTEM: [-368796,769394] -> [-363796,764394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.922Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.938Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.938Z] [DEBUG] Player moved SYSTEM: [-363796,764394] -> [-358796,759394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.938Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.955Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.955Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.955Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.955Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.955Z] [DEBUG] Player moved SYSTEM: [-358796,759394] -> [-353796,754394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.955Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.971Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.971Z] [DEBUG] Player moved SYSTEM: [-353796,754394] -> [-348796,749394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.971Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:16.979Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:16.979Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:16.979Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:16.994Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:16.994Z] [DEBUG] Player moved SYSTEM: [-348796,749394] -> [-343796,744394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:16.994Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.004Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.004Z] [DEBUG] Player moved SYSTEM: [-343796,744394] -> [-338796,739394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.004Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.021Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.022Z] [DEBUG] Player moved SYSTEM: [-338796,739394] -> [-333796,734394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.022Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.038Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.038Z] [DEBUG] Player moved SYSTEM: [-333796,734394] -> [-328796,729394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.038Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.052Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:17.052Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:17.052Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:17.055Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.055Z] [DEBUG] Player moved SYSTEM: [-328796,729394] -> [-323796,724394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.055Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.072Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.072Z] [DEBUG] Player moved SYSTEM: [-323796,724394] -> [-318796,719394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.072Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.078Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:17.078Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:17.078Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:17.088Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.088Z] [DEBUG] Player moved SYSTEM: [-318796,719394] -> [-313796,714394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.088Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.090Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 2 cells drawn in 0.00 ms logger.ts:58:15
[2025-04-06T03:08:17.104Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.105Z] [DEBUG] Player moved SYSTEM: [-313796,714394] -> [-308796,709394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.105Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.106Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 15 cells drawn in 0.00 ms logger.ts:58:15
[2025-04-06T03:08:17.124Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.124Z] [DEBUG] Player moved SYSTEM: [-308796,709394] -> [-303796,704394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.124Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.126Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 50 cells drawn in 1.00 ms logger.ts:58:15
[2025-04-06T03:08:17.142Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.142Z] [DEBUG] Player moved SYSTEM: [-303796,704394] -> [-298796,699394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.142Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.144Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 83 cells drawn in 0.00 ms logger.ts:58:15
[2025-04-06T03:08:17.155Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:17.155Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:17.155Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:17.155Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.155Z] [DEBUG] Player moved SYSTEM: [-298796,699394] -> [-293796,694394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.156Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.158Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 135 cells drawn in 1.00 ms logger.ts:58:15
[2025-04-06T03:08:17.177Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:17.178Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:17.178Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:17.178Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.179Z] [DEBUG] Player moved SYSTEM: [-293796,694394] -> [-288796,689394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.179Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.181Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 196 cells drawn in 1.00 ms logger.ts:58:15
[2025-04-06T03:08:17.214Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.214Z] [DEBUG] Player moved SYSTEM: [-288796,689394] -> [-283796,684394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.214Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.216Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 236 cells drawn in 1.00 ms logger.ts:58:15
[2025-04-06T03:08:17.235Z] [INFO] >>> Game._processInput Tick. State: system. Just Pressed Actions: [None] logger.ts:61:15
[2025-04-06T03:08:17.235Z] [DEBUG] Player moved SYSTEM: [-283796,684394] -> [-278796,679394] (Delta: 5000,-5000, Scale: 5000) logger.ts:58:15
[2025-04-06T03:08:17.235Z] [DEBUG] [SceneRenderer.drawSolarSystem] Drawing system: Omega-758Z (K) logger.ts:58:15
[2025-04-06T03:08:17.236Z] [DEBUG] [ScreenBuffer.renderDiff] Completed: 242 cells drawn in 0.00 ms logger.ts:58:15
[2025-04-06T03:08:17.240Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
[2025-04-06T03:08:17.240Z] [DEBUG] --- iSlistening passed... logger.ts:58:15
[2025-04-06T03:08:17.240Z] [DEBUG] >>> KeyDown 'ArrowRight' repeat ignored. logger.ts:58:15
[2025-04-06T03:08:17.278Z] [DEBUG] --- Raw KeyDown Received: key='ArrowRight' code='ArrowRight' --- logger.ts:58:15
